7.3615,89.661,25.863
7.2959,89.429,25.72
7.4123,90.399,26.219
7.2585,89.177,25.583
7.4118,90.751,26.158
7.2304,88.924,25.468
7.4051,91.029,26.401
7.2251,88.671,25.367
7.4128,91.3,26.54
7.2423,88.425,25.273
7.4089,91.556,26.645
7.2605,88.187,25.18
7.3924,91.794,26.779
7.2511,87.951,25.078
7.3893,92.032,26.93
7.2001,87.71,24.96
7.4027,92.285,27.082
7.1183,87.462,24.851
7.4103,92.528,27.241
7.0247,87.218,24.776
7.4018,92.733,27.422
6.9314,86.979,24.731
7.387,92.91,27.624
6.8432,86.74,24.697
7.3706,93.097,27.822
6.7518,86.504,24.673
7.3539,93.31,27.995
6.6434,86.273,24.662
7.3425,93.544,28.134
6.5077,86.052,24.651
7.3374,93.789,28.243
6.3405,85.845,24.631
7.3359,94.037,28.337
6.1634,85.638,24.606
7.3401,94.286,28.423
6.0084,85.417,24.586
7.3511,94.541,28.511
5.886,85.184,24.571
7.3659,94.805,28.604
5.7873,84.948,24.556
7.3886,95.059,28.721
5.6822,84.725,24.529
7.4259,95.257,28.902
5.5509,84.516,24.481
7.4736,95.384,29.155
5.4071,84.305,24.413
7.8681,95.956,29.091
5.2567,84.096,24.328
8.3559,96.429,29.215
5.1061,83.89,24.231
8.8263,96.898,29.476
4.979,83.668,24.127
8.754,96.698,29.311
4.883,83.423,24.014
8.6848,96.475,29.162
4.8063,83.169,23.884
8.6525,96.23,29.029
4.727,82.93,23.735
8.6629,95.979,28.911
4.6192,82.729,23.56
8.6907,95.729,28.81
4.5465,82.507,23.624
8.7105,95.478,28.731
4.5234,82.24,23.682
8.7296,95.235,28.653
4.5328,81.961,23.751
8.762,95.003,28.553
4.5514,81.693,23.83
8.7917,94.77,28.448
4.5849,81.432,23.917
8.8012,94.531,28.347
4.6504,81.186,24.027
8.7964,94.297,28.226
4.7484,80.965,24.176
8.7907,94.07,28.084
4.8588,80.761,24.354
8.7949,93.839,27.947
5.3487,80.416,24.629
8.8166,93.595,27.839
5.7135,79.891,24.789
8.8579,93.345,27.75
5.905,79.722,24.79
8.9069,93.106,27.644
6.0764,79.55,24.814
8.9343,92.894,27.496
6.2195,79.356,24.854
8.9271,92.702,27.32
6.356,79.141,24.89
8.9002,92.504,27.153
6.5132,78.925,24.926
8.8496,92.28,27.015
6.6853,78.715,24.988
8.7671,92.038,26.898
6.8606,78.522,25.099
8.6853,91.794,26.776
7.0407,78.368,25.26
8.6358,91.553,26.636
7.2259,78.255,25.457
8.6229,91.301,26.504
7.4111,78.159,25.677
8.6461,91.028,26.4
7.573,78.046,25.913
8.7028,90.736,26.317
7.6886,77.892,26.145
8.7791,90.424,26.241
7.7728,77.698,26.351
9.0023,89.817,26.177
7.8561,77.482,26.516
9.1757,89.195,26.103
7.9439,77.251,26.633
9.2808,88.942,26.18
8.0252,77.008,26.711
9.3514,88.69,26.245
8.0958,76.765,26.777
9.4076,88.444,26.284
8.1726,76.531,26.846
9.4579,88.2,26.303
8.2796,76.318,26.918
9.5064,87.957,26.315
8.4057,76.125,26.996
9.5663,87.718,26.318
8.5183,75.946,27.089
9.6513,87.486,26.307
8.6212,75.774,27.195
9.7673,87.257,26.287
8.7429,75.606,27.303
9.9044,87.027,26.268
8.9037,75.456,27.399
10.035,86.796,26.251
9.1107,75.351,27.467
10.139,86.568,26.239
9.3519,75.284,27.507
10.222,86.339,26.238
9.6048,75.217,27.527
10.292,86.102,26.245
9.853,75.125,27.545
10.352,85.856,26.256
10.084,75.002,27.579
10.413,85.608,26.27
10.288,74.848,27.641
10.482,85.363,26.281
10.47,74.681,27.729
10.549,85.118,26.29
10.645,74.521,27.833
10.599,84.867,26.295
10.824,74.376,27.943
10.63,84.615,26.297
11.005,74.234,28.048
10.649,84.368,26.299
11.191,74.086,28.138
10.665,84.123,26.312
11.383,73.926,28.214
10.68,83.871,26.348
10.692,83.608,26.401
11.493,74.05,28.185
10.699,83.341,26.455
11.385,74.333,28.113
10.704,83.077,26.499
11.349,74.629,28.061
10.716,82.823,26.548
11.371,74.92,28.019
10.745,82.587,26.645
11.409,75.2,27.971
10.792,82.371,26.808
11.446,75.466,27.901
11,81.841,26.606
11.469,75.716,27.798
11.197,81.294,26.441
11.471,75.943,27.662
11.312,81.085,26.353
11.46,76.146,27.499
11.405,80.851,26.305
11.46,76.344,27.318
11.468,80.599,26.276
11.486,76.558,27.131
11.498,80.348,26.23
11.525,76.782,26.945
11.506,80.107,26.162
11.548,76.994,26.757
11.516,79.868,26.088
11.551,77.194,26.569
11.532,79.616,26.023
11.544,77.405,26.381
11.533,79.346,25.972
11.517,77.646,26.201
11.513,79.067,25.935
11.477,77.924,26.054
11.487,78.785,25.914
11.457,78.216,25.962
11.466,78.503,25.919
